#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 11 09 07 00 292  5.9  7.7  3.53 10.00  7.48 999 1012.3  13.2  14.2 999.0 99.0 99.00
2007 11 09 08 00 280  4.5  6.6  3.42  9.09  7.38 999 1012.4  13.4  14.2 999.0 99.0 99.00
2007 11 09 09 00 270  5.4  7.0  3.60 10.81  7.50 999 1012.0  13.4  14.2 999.0 99.0 99.00
2007 11 09 10 00 269  4.8  7.2  3.49 10.81  7.57 999 1012.2  13.2  14.2 999.0 99.0 99.00
2007 11 09 11 00 232  2.6  3.6  3.58 12.12  7.55 999 1011.6  13.0  14.2 999.0 99.0 99.00
2007 11 09 12 00 239  4.3  6.0  3.99 10.81  8.17 999 1011.7  13.0  14.2 999.0 99.0 99.00
2007 11 09 13 00 230  3.9  5.4  3.85 11.43  8.06 999 1012.0  12.8  14.2 999.0 99.0 99.00
2007 11 09 14 00 225  3.1  4.4  3.67 12.12  8.01 999 1011.8  12.8  14.2 999.0 99.0 99.00
2007 11 09 15 00 208  4.7  7.4  3.65 11.43  7.90 999 1011.4  12.7  14.2 999.0 99.0 99.00
2007 11 09 16 00 194  5.5  8.1  3.85 11.43  8.31 999 1010.9  12.8  14.2 999.0 99.0 99.00
2007 11 09 17 00 184  6.8  8.8  3.54 12.12  7.72 999 1010.9  13.0  14.2 999.0 99.0 99.00
2007 11 09 18 00 194  8.4 10.3  3.08 10.81  7.16 999 1010.2  13.1  14.2 999.0 99.0 99.00
2007 11 09 19 00 201  9.3 11.2  3.13 11.43  7.07 999 1009.3  13.5  14.2 999.0 99.0 99.00
2007 11 09 20 00 207 10.2 12.5  3.14 12.12  6.92 999 1008.7  13.9  14.2 999.0 99.0 99.00
2007 11 09 21 00 208  9.8 11.9  2.95 12.12  6.68 999 1007.9  14.0  14.2 999.0 99.0 99.00
2007 11 09 22 00 209 10.3 12.3  2.84 10.81  6.55 999 1006.9  14.1  14.1 999.0 99.0 99.00
2007 11 09 23 00 207 10.0 12.9  2.98 11.43  6.18 999 1006.1  13.5  14.1 999.0 99.0 99.00
2007 11 10 00 00 210 11.2 13.9  3.07 11.43  6.42 999 1005.8  13.6  14.1 999.0 99.0 99.00
2007 11 10 01 00 206 10.8 13.1  2.87 10.81  6.08 999 1005.0  13.5  14.1 999.0 99.0 99.00
2007 11 10 02 00 212 10.6 12.9  2.57  9.09  5.77 999 1005.0  13.9  14.1 999.0 99.0 99.00
2007 11 10 03 00 231 11.6 17.2  2.83 10.00  5.90 999 1005.2  14.4  14.1 999.0 99.0 99.00
2007 11 10 04 00 296 13.1 15.8  2.83  6.67  5.80 999 1006.6  12.9  14.0 999.0 99.0 99.00
2007 11 10 05 00 300  8.8 10.8  2.70  9.09  5.72 999 1007.6  13.8  14.0 999.0 99.0 99.00
2007 11 10 06 00 307 10.4 12.3  2.80  9.09  5.79 999 1008.4  13.7  14.0 999.0 99.0 99.00
2007 11 10 07 00 313  9.2 11.2  2.74  7.69  5.69 999 1010.0  13.1  14.0 999.0 99.0 99.00
2007 11 10 08 00 315  7.9  9.6  2.89  9.09  6.12 999 1010.7  12.9  14.0 999.0 99.0 99.00
2007 11 10 09 00 309  7.2  9.3  2.88  7.69  6.11 999 1011.5  12.9  14.0 999.0 99.0 99.00
2007 11 10 10 00 309  6.8  8.4  2.84  9.09  6.19 999 1012.4  12.8  14.0 999.0 99.0 99.00
2007 11 10 11 00 307  6.8  8.5  2.84  9.09  6.33 999 1013.1  12.7  14.0 999.0 99.0 99.00
2007 11 10 12 00 330  5.6  6.6  2.99  9.09  6.53 999 1012.7  12.6  14.0 999.0 99.0 99.00
2007 11 10 13 00 326  3.9  5.5  2.83  8.33  6.48 999 1012.9  12.5  14.0 999.0 99.0 99.00
2007 11 10 14 00 321  3.2  4.6  2.94  9.09  6.96 999 1013.9  12.4  14.0 999.0 99.0 99.00
2007 11 10 15 00 277  2.1  3.4  2.98 10.00  6.86 999 1014.3  12.4  14.0 999.0 99.0 99.00
2007 11 10 16 00 248  2.3  4.1  3.06 10.81  7.37 999 1014.8  12.5  14.0 999.0 99.0 99.00
2007 11 10 17 00 232  3.5  4.7  3.37 10.81  7.90 999 1015.1  12.8  14.0 999.0 99.0 99.00
2007 11 10 18 00 226  5.6  7.1  3.74  9.09  8.33 999 1015.3  13.1  14.0 999.0 99.0 99.00
2007 11 10 19 00 225  7.6  9.1  3.77 11.43  8.05 999 1015.4  13.2  14.0 999.0 99.0 99.00
2007 11 10 20 00 240  8.0 10.0  3.49 12.12  7.59 999 1015.4  13.4  14.0 999.0 99.0 99.00
2007 11 10 21 00 246  8.2 10.0  3.73 11.43  7.72 999 1014.8  13.5  14.0 999.0 99.0 99.00
2007 11 10 22 00 236  8.6 10.6  4.01 11.43  7.76 999 1014.3  13.5  14.0 999.0 99.0 99.00
2007 11 10 23 00 239 10.3 12.8  3.65 11.43  7.04 999 1014.0  13.7  14.0 999.0 99.0 99.00
2007 11 11 00 00 267  9.9 11.7  3.63 11.43  7.27 999 1014.4  11.6  14.0 999.0 99.0 99.00
2007 11 11 01 00 280  8.9 11.2  3.50 12.12  7.14 999 1014.8  12.9  14.0 999.0 99.0 99.00
2007 11 11 02 00 297 10.6 13.1  3.82 12.12  7.36 999 1015.1  13.3  13.9 999.0 99.0 99.00
2007 11 11 03 00 292 10.9 12.9  3.43 12.12  6.91 999 1015.8  13.3  13.9 999.0 99.0 99.00
2007 11 11 04 00 298  9.8 11.9  3.17 12.90  6.66 999 1016.6  13.2  13.8 999.0 99.0 99.00
2007 11 11 05 00 297  9.7 11.7  3.62 12.12  7.14 999 1017.5  13.0  13.8 999.0 99.0 99.00
2007 11 11 06 00 296 10.3 12.4  3.39 12.90  6.75 999 1019.1  13.0  13.7 999.0 99.0 99.00
2007 11 11 07 00 286  8.7 10.1  3.53 11.43  7.07 999 1018.9  13.0  13.7 999.0 99.0 99.00
2007 11 11 08 00 280  6.3  8.3  3.60 12.90  7.46 999 1018.4  12.7  13.8 999.0 99.0 99.00
2007 11 11 09 00 269  5.4  6.9  3.86 12.12  7.92 999 1017.7  12.8  13.9 999.0 99.0 99.00
2007 11 11 10 00 258  6.1  7.9  4.34 12.12  8.48 999 1018.1  13.0  13.9 999.0 99.0 99.00
2007 11 11 11 00 252  8.0  9.7  3.82 11.43  7.74 999 1018.7  13.1  13.9 999.0 99.0 99.00
2007 11 11 12 00 247  7.4  9.5  4.04 12.12  8.03 999 1018.2  13.2  13.9 999.0 99.0 99.00
2007 11 11 13 00 230  8.4  9.8  3.79 11.43  7.65 999 1017.9  13.2  13.9 999.0 99.0 99.00
2007 11 11 14 00 229  8.8 10.5  3.36 11.43  6.94 999 1017.7  13.2  13.8 999.0 99.0 99.00
2007 11 11 15 00 228  9.6 12.2  3.40 10.81  7.02 999 1017.9  13.4  13.8 999.0 99.0 99.00
2007 11 11 16 00 224  9.8 11.6  3.15 10.00  6.46 999 1018.0  13.7  13.7 999.0 99.0 99.00
2007 11 11 17 00 223 10.5 12.5  3.16 11.43  6.28 999 1018.3  13.8  13.7 999.0 99.0 99.00
2007 11 11 18 00 218 11.1 13.7  3.12 12.90  6.29 999 1018.2  13.8  13.6 999.0 99.0 99.00
2007 11 11 19 00 211 11.4 14.1  3.41 11.43  6.60 999 1017.3  13.9  13.6 999.0 99.0 99.00
2007 11 11 20 00 206 12.1 15.4  3.47 12.12  6.51 999 1016.4  13.9  13.7 999.0 99.0 99.00
2007 11 11 21 00 207 13.7 16.7  3.24 12.90  6.21 999 1015.7  14.0  13.8 999.0 99.0 99.00
2007 11 11 22 00 205 12.7 15.3  3.85 11.43  6.67 999 1014.4  14.1  13.8 999.0 99.0 99.00
2007 11 11 23 00 208 13.2 15.7  3.74 10.00  6.47 999 1013.7  14.2  13.8 999.0 99.0 99.00
2007 11 12 00 00 203 13.3 16.1  3.87 11.43  6.66 999 1012.7  14.2  13.8 999.0 99.0 99.00
2007 11 12 01 00 198 13.6 17.0  4.10 11.43  6.76 999 1011.3  14.2  13.8 999.0 99.0 99.00
2007 11 12 02 00 198 14.3 17.4  4.25  7.14  6.94 999 1010.9  14.3  13.8 999.0 99.0 99.00
2007 11 12 03 00 196 14.1 18.7  4.22 10.81  6.95 999 1010.2  14.4  13.7 999.0 99.0 99.00
2007 11 12 04 00 194 14.7 18.3  4.15  7.69  6.88 999 1008.9  14.5  13.7 999.0 99.0 99.00
2007 11 12 05 00 187 15.2 19.3  4.58  7.69  7.17 999 1006.5  14.4  13.7 999.0 99.0 99.00
2007 11 12 06 00 193 17.7 21.3  4.58  7.69  7.07 999 1005.2  14.4  13.7 999.0 99.0 99.00
2007 11 12 07 00 190 18.1 23.5  5.30  8.33  7.15 999 1002.8  13.9  13.7 999.0 99.0 99.00
2007 11 12 08 00 194 19.7 24.5  5.74  8.33  7.30 999 1000.6  14.4  13.7 999.0 99.0 99.00
2007 11 12 09 00 206 17.5 21.9  6.15  9.09  7.58 999  999.8  14.9  13.7 999.0 99.0 99.00
2007 11 12 10 00 210 18.2 21.8  5.99 10.00  7.68 999  998.6  15.5  13.7 999.0 99.0 99.00
2007 11 12 11 00 214 16.6 21.1  7.23 10.00  8.28 999  998.7  15.5  13.8 999.0 99.0 99.00
2007 11 12 12 00 215 16.5 20.3  7.24 10.81  8.52 999  998.3  15.7  13.8 999.0 99.0 99.00
2007 11 12 13 00 224 15.6 20.1  8.32 11.43  8.96 999  998.5  15.9  13.8 999.0 99.0 99.00
2007 11 12 14 00 240 14.2 18.0  7.16 12.90  8.54 999 1000.5  15.7  13.8 999.0 99.0 99.00
2007 11 12 15 00 258 12.4 15.3  6.36 12.12  8.38 999 1002.0  15.2  13.7 999.0 99.0 99.00
2007 11 12 16 00 259  9.9 12.2  6.94 11.43  9.26 999 1003.8  14.9  13.6 999.0 99.0 99.00
2007 11 12 17 00 251  9.4 12.2  6.39 11.43  9.10 999 1005.7  14.8  13.5 999.0 99.0 99.00
2007 11 12 18 00 299 11.8 15.4  6.69 11.43  9.08 999 1008.3  13.3  13.5 999.0 99.0 99.00
2007 11 12 19 00 309 10.2 12.4  5.75 11.43  8.73 999 1011.3  12.6  13.6 999.0 99.0 99.00
2007 11 12 20 00 312  9.2 11.5  5.55 12.90  8.86 999 1012.6  12.3  13.6 999.0 99.0 99.00
2007 11 12 21 00 307  8.9 11.1  4.81 11.43  8.34 999 1013.8  12.3  13.5 999.0 99.0 99.00
2007 11 12 22 00 314  8.9 11.4  4.65 12.90  8.12 999 1015.1  12.0  13.5 999.0 99.0 99.00
2007 11 12 23 00 309  6.8  8.3  4.84 12.12  8.55 999 1016.3  12.0  13.5 999.0 99.0 99.00
2007 11 13 00 00 310  7.2  9.4  5.21 12.90  8.86 999 1017.6  12.1  13.7 999.0 99.0 99.00
2007 11 13 01 00 315  6.8  8.3  4.74 12.12  8.43 999 1018.9  12.1  13.8 999.0 99.0 99.00
2007 11 13 02 00 322  6.5  8.2  5.13 12.90  8.59 999 1020.3  12.2  13.8 999.0 99.0 99.00
2007 11 13 03 00 325  5.9  8.7  5.27 11.43  8.73 999 1021.3  12.1  13.7 999.0 99.0 99.00
2007 11 13 04 00 328  5.0  6.3  4.57 11.43  8.04 999 1022.3  12.0  13.7 999.0 99.0 99.00
2007 11 13 05 00 325  4.9  6.5  4.40 12.12  7.91 999 1023.3  12.0  13.5 999.0 99.0 99.00
2007 11 13 06 00 339  5.0  6.7  4.56 10.81  8.30 999 1024.4  11.9  13.6 999.0 99.0 99.00
2007 11 13 07 00 339  4.2  6.7  4.80 10.00  8.25 999 1024.9  11.9  13.6 999.0 99.0 99.00
2007 11 13 08 00 350  3.2  5.2  5.01 11.43  8.52 999 1025.5  11.9  13.5 999.0 99.0 99.00
2007 11 13 09 00 349  3.4  5.0  4.44 10.81  8.15 999 1025.9  12.0  13.5 999.0 99.0 99.00
2007 11 13 10 00 355  3.3  4.8  3.96 12.90  7.89 999 1026.8  12.0  13.5 999.0 99.0 99.00
2007 11 13 11 00  15  2.6  4.0  4.04 11.43  7.79 999 1027.1  12.0  13.5 999.0 99.0 99.00
2007 11 13 12 00  54  3.6  5.7  3.73 12.12  8.03 999 1026.8  12.0  13.5 999.0 99.0 99.00
2007 11 13 13 00  38  2.9  5.2  3.78 11.43  8.22 999 1027.4  12.0  13.5 999.0 99.0 99.00
2007 11 13 14 00  64  3.7  5.7  3.78 12.90  8.33 999 1027.7  12.1  13.5 999.0 99.0 99.00
2007 11 13 15 00  69  5.0  7.1  3.58 12.12  8.32 999 1027.5  12.2  13.5 999.0 99.0 99.00
2007 11 13 16 00  76  6.5  8.7  3.43 12.90  8.18 999 1027.3  12.3  13.5 999.0 99.0 99.00
2007 11 13 17 00  89  7.6  9.3  3.40 10.81  7.89 999 1027.9  12.4  13.5 999.0 99.0 99.00
2007 11 13 18 00  93  8.3 10.6  3.21 10.81  7.59 999 1028.5  12.5  13.6 999.0 99.0 99.00
2007 11 13 19 00 101  8.3 10.1  3.04 10.00  7.23 999 1029.3  12.1  13.6 999.0 99.0 99.00
2007 11 13 20 00 115  8.5 10.9  2.87 12.12  7.09 999 1028.7  12.1  13.6 999.0 99.0 99.00
2007 11 13 21 00 129  9.7 11.5  2.74 11.43  6.54 999 1027.5  12.5  13.6 999.0 99.0 99.00
2007 11 13 22 00 134  9.3 11.7  2.64 12.12  6.34 999 1026.7  12.6  13.5 999.0 99.0 99.00
2007 11 13 23 00 141 10.2 12.9  2.98 11.43  6.93 999 1026.1  12.2  13.5 999.0 99.0 99.00
2007 11 14 00 00 138 10.2 12.4  2.77 10.81  6.23 999 1025.6  12.2  13.5 999.0 99.0 99.00
2007 11 14 01 00 126 10.9 13.6  2.79 10.81  6.08 999 1025.0  11.6  13.5 999.0 99.0 99.00
2007 11 14 02 00 126 11.0 13.2  2.74 11.43  6.02 999 1024.5  11.3  13.4 999.0 99.0 99.00
2007 11 14 03 00 118 12.1 14.7  2.73  6.25  5.86 999 1024.1  11.0  13.4 999.0 99.0 99.00
2007 11 14 04 00 108 12.7 15.3  2.66  6.25  5.81 999 1023.6  11.8  13.4 999.0 99.0 99.00
2007 11 14 05 00 131 12.6 15.7  2.75  7.14  5.59 999 1022.9  12.7  13.5 999.0 99.0 99.00
2007 11 14 06 00 133 13.1 15.9  2.92  7.14  5.54 999 1021.8  12.8  13.5 999.0 99.0 99.00
2007 11 14 07 00 139 13.2 15.6  3.04  7.14  5.65 999 1020.6  13.0  13.5 999.0 99.0 99.00
2007 11 14 08 00 147 13.3 16.7  3.14  7.14  5.56 999 1019.4  13.2  13.5 999.0 99.0 99.00
2007 11 14 09 00 150 13.7 17.4  2.74  7.14  5.16 999 1018.3  13.4  13.5 999.0 99.0 99.00
2007 11 14 10 00 157 13.5 16.5  3.29  7.14  5.53 999 1016.8  13.1  13.5 999.0 99.0 99.00
2007 11 14 11 00 161 13.3 15.9  3.21  7.14  5.42 999 1015.6  12.7  13.5 999.0 99.0 99.00
2007 11 14 12 00 164 12.6 16.3  3.11  7.14  5.29 999 1014.1  13.2  13.4 999.0 99.0 99.00
2007 11 14 13 00 166 13.2 15.6  3.12  7.14  5.36 999 1012.4  13.5  13.4 999.0 99.0 99.00
2007 11 14 14 00 174 12.2 14.6  2.92  7.14  5.42 999 1011.8  14.0  13.5 999.0 99.0 99.00
2007 11 14 15 00 185 13.0 15.9  3.03  6.67  5.48 999 1010.8  14.5  13.5 999.0 99.0 99.00
2007 11 14 16 00 186 12.6 15.7  2.93  6.67  5.40 999 1009.7  14.4  13.5 999.0 99.0 99.00
2007 11 14 17 00 183 14.0 17.4  3.05  7.14  5.41 999 1008.0  14.8  13.5 999.0 99.0 99.00
2007 11 14 18 00 197 14.8 19.4  3.33  7.14  5.87 999 1008.1  14.8  13.4 999.0 99.0 99.00
2007 11 14 19 00 211 12.5 15.9  3.15  7.69  5.73 999 1008.1  14.1  13.5 999.0 99.0 99.00
2007 11 14 20 00 211 12.6 15.2  3.43  7.69  6.01 999 1007.6  14.8  13.5 999.0 99.0 99.00
2007 11 14 21 00 213 13.4 16.2  3.50  7.69  6.10 999 1006.6  14.8  13.5 999.0 99.0 99.00
2007 11 14 22 00 227 15.5 19.4  3.90  8.33  6.49 999 1006.2  14.9  13.5 999.0 99.0 99.00
2007 11 14 23 00 234 14.7 19.2  4.21  9.09  6.78 999 1006.2  14.4  13.5 999.0 99.0 99.00
2007 11 15 00 00 237 13.8 16.7  4.84 10.00  7.36 999 1006.7  14.1  13.5 999.0 99.0 99.00
2007 11 15 01 00 243 12.9 16.7  4.95 10.00  7.51 999 1007.4  13.9  13.4 999.0 99.0 99.00
2007 11 15 02 00 247 12.3 15.2  5.09 10.81  7.89 999 1008.1  13.8  13.4 999.0 99.0 99.00
2007 11 15 03 00 254 12.7 15.9  6.32 13.79  8.89 999 1009.0  13.8  13.4 999.0 99.0 99.00
2007 11 15 04 00 241 11.1 13.8  6.07 13.79  8.85 999 1009.8  12.5  13.4 999.0 99.0 99.00
2007 11 15 05 00 251 10.9 13.9  5.74 14.81  8.85 999 1010.1  13.2  13.4 999.0 99.0 99.00
2007 11 15 06 00 253 10.5 13.0  5.86 14.81  8.88 999 1010.9  13.5  13.4 999.0 99.0 99.00
2007 11 15 07 00 249  9.3 12.1  5.13 12.90  8.27 999 1010.9  13.5  13.4 999.0 99.0 99.00
2007 11 15 08 00 238  8.1 10.6  5.54 12.90  8.41 999 1010.8  13.5  13.4 999.0 99.0 99.00
2007 11 15 09 00 233  8.2 10.8  4.96 12.12  7.96 999 1010.5  13.5  13.4 999.0 99.0 99.00
2007 11 15 10 00 220  8.9 10.9  4.90 12.12  8.15 999 1010.2  13.7  13.4 999.0 99.0 99.00
2007 11 15 11 00 217  9.4 11.6  5.22 12.12  8.31 999 1010.1  13.8  13.4 999.0 99.0 99.00
2007 11 15 12 00 207  9.6 11.9  4.52 12.12  7.74 999 1009.2  13.8  13.4 999.0 99.0 99.00
2007 11 15 13 00 213 11.5 13.5  4.45 10.81  7.41 999 1008.5  14.0  13.4 999.0 99.0 99.00
2007 11 15 14 00 210 11.0 13.9  4.42 12.12  7.61 999 1008.0  13.9  13.4 999.0 99.0 99.00
2007 11 15 15 00 216 11.9 14.3  4.30 11.43  7.51 999 1008.3  13.8  13.4 999.0 99.0 99.00
2007 11 15 16 00 205 12.0 14.4  4.02 10.81  7.15 999 1007.5  14.0  13.4 999.0 99.0 99.00
2007 11 15 17 00 203 12.2 15.6  4.14 12.90  7.37 999 1006.8  14.1  13.5 999.0 99.0 99.00
2007 11 15 18 00 208 13.9 17.2  4.67 12.12  7.65 999 1006.7  14.1  13.6 999.0 99.0 99.00
2007 11 15 19 00 211 13.0 15.8  5.08 11.43  7.87 999 1006.6  13.7  13.7 999.0 99.0 99.00
2007 11 15 20 00 211 13.8 17.1  4.38 11.43  7.03 999 1006.0  14.0  13.8 999.0 99.0 99.00
2007 11 15 21 00 204 14.2 17.9  4.55 10.81  7.17 999 1004.3  14.3  13.8 999.0 99.0 99.00
2007 11 15 22 00 217 14.5 17.7  4.58 10.81  7.05 999 1004.8  14.5  13.9 999.0 99.0 99.00
2007 11 15 23 00 218 13.9 17.2  4.73 10.00  7.03 999 1004.6  14.8  13.9 999.0 99.0 99.00
2007 11 16 00 00 220 13.2 15.7  4.60 10.81  6.89 999 1004.9  14.9  13.9 999.0 99.0 99.00
2007 11 16 01 00 227 11.5 13.9  4.40 10.00  7.18 999 1005.4  14.8  13.8 999.0 99.0 99.00
2007 11 16 02 00 243  9.0 11.5  4.88 10.00  7.58 999 1006.5  14.5  13.8 999.0 99.0 99.00
2007 11 16 03 00 238  6.8  8.8  4.58 10.81  7.63 999 1007.3  14.2  13.8 999.0 99.0 99.00
2007 11 16 04 00 246  7.7 10.1  4.57 10.81  7.62 999 1008.0  14.3  13.8 999.0 99.0 99.00
2007 11 16 05 00 244  5.8  7.7  4.63 11.43  7.81 999 1008.9  14.2  13.8 999.0 99.0 99.00
2007 11 16 06 00 247  5.9  7.9  4.72 11.43  7.93 999 1009.5  14.0  13.8 999.0 99.0 99.00
2007 11 16 07 00 233  5.8  7.4  4.78 11.43  8.32 999 1009.7  14.0  13.8 999.0 99.0 99.00
2007 11 16 08 00 230  5.7  7.2  4.38 12.12  8.26 999 1010.2  13.8  13.8 999.0 99.0 99.00
2007 11 16 09 00 230  6.0  8.6  4.05 12.12  7.95 999 1010.8  13.6  13.8 999.0 99.0 99.00
2007 11 16 10 00 224  4.4  5.9  4.28 12.12  8.70 999 1010.1  13.3  13.8 999.0 99.0 99.00
2007 11 16 11 00 228  5.5  7.4  3.98 12.90  8.37 999 1010.3  13.5  13.8 999.0 99.0 99.00
2007 11 16 12 00 231  7.5  9.4  4.07 10.81  8.31 999 1010.4  13.1  13.8 999.0 99.0 99.00
2007 11 16 13 00 235  4.8  6.4  4.51 12.90  9.03 999 1010.5  12.8  13.8 999.0 99.0 99.00
2007 11 16 14 00 248  4.9  6.1  4.17 12.12  8.78 999 1011.2  12.9  13.8 999.0 99.0 99.00
2007 11 16 15 00 254  4.3  5.7  4.08 12.12  8.87 999 1011.3  13.1  13.8 999.0 99.0 99.00
2007 11 16 16 00 253  3.0  4.7  4.81 13.79  9.32 999 1011.4  13.2  13.8 999.0 99.0 99.00
2007 11 16 17 00 323  6.0  7.7  4.78 13.79  9.65 999 1012.4  12.3  13.9 999.0 99.0 99.00
2007 11 16 18 00 337  2.9  4.4  5.14 13.79  9.92 999 1013.0  12.5  13.9 999.0 99.0 99.00
2007 11 16 19 00 324  0.8  2.3  5.10 14.81 10.00 999 1013.7  12.8  13.9 999.0 99.0 99.00
2007 11 16 20 00 290  1.1  2.9  6.14 13.79 10.29 999 1013.6  12.9  13.9 999.0 99.0 99.00
2007 11 16 21 00 183  1.4  2.7  6.11 14.81 10.49 999 1012.9  13.2  13.9 999.0 99.0 99.00
2007 11 16 22 00 178  3.1  4.2  5.51 14.81  9.87 999 1012.8  13.1  13.9 999.0 99.0 99.00
2007 11 16 23 00 197  3.1  4.1  4.88 13.79  9.37 999 1013.0  13.1  13.9 999.0 99.0 99.00
2007 11 17 00 00 175  5.2  6.8  5.06 13.79  9.53 999 1012.2  13.1  13.9 999.0 99.0 99.00
2007 11 17 01 00 179  7.1  8.4  4.80 14.81  9.45 999 1012.1  13.1  13.9 999.0 99.0 99.00
2007 11 17 02 00 168  6.7  8.3  4.37 13.79  9.22 999 1010.9  13.0  13.9 999.0 99.0 99.00
2007 11 17 03 00 174  6.5  8.2  4.20 16.00  9.02 999 1011.1  12.9  13.9 999.0 99.0 99.00
2007 11 17 04 00 173  5.6  6.7  4.14 14.81  9.19 999 1011.2  13.3  13.9 999.0 99.0 99.00
2007 11 17 05 00 174  6.2  7.5  3.64 14.81  8.87 999 1011.0  13.5  13.9 999.0 99.0 99.00
2007 11 17 06 00 161  6.4  8.3  3.96 14.81  9.00 999 1010.7  13.1  13.9 999.0 99.0 99.00
2007 11 17 07 00 153  6.8  8.6  3.32 13.79  8.82 999 1009.8  13.3  13.9 999.0 99.0 99.00
2007 11 17 08 00 178  6.7  9.2  3.59 12.90  8.84 999 1008.8  13.8  13.9 999.0 99.0 99.00
2007 11 17 09 00 184  8.1 10.0  3.40 13.79  8.28 999 1008.2  14.1  13.9 999.0 99.0 99.00
2007 11 17 10 00 188 10.0 12.4  3.71 12.12  8.23 999 1007.4  14.3  13.9 999.0 99.0 99.00
2007 11 17 11 00 220 10.6 12.7  4.08 12.90  8.20 999 1007.4  14.8  13.9 999.0 99.0 99.00
2007 11 17 12 00 221 11.1 13.9  4.69 12.90  8.60 999 1007.2  14.9  13.9 999.0 99.0 99.00
2007 11 17 13 00 303  9.8 12.3  4.86 12.90  8.51 999 1009.0  12.8  13.9 999.0 99.0 99.00
2007 11 17 14 00 297 10.1 12.6  4.52 12.90  8.28 999 1010.1  12.7  13.9 999.0 99.0 99.00
2007 11 17 15 00 300 10.2 12.3  4.79 13.79  8.50 999 1011.4  12.6  13.9 999.0 99.0 99.00
2007 11 17 16 00 306 10.1 12.0  5.17 12.90  8.73 999 1013.0  12.6  13.9 999.0 99.0 99.00
2007 11 17 17 00 305  9.9 12.0  4.24 13.79  7.58 999 1014.8  12.5  13.9 999.0 99.0 99.00
2007 11 17 18 00 305  8.8 10.6  4.25 13.79  7.58 999 1016.1  12.3  13.8 999.0 99.0 99.00
2007 11 17 19 00 321 10.0 12.0  3.85 12.12  7.49 999 1017.0  11.8  13.9 999.0 99.0 99.00
2007 11 17 20 00 324  7.4 10.0  3.75 12.90  7.63 999 1017.8  11.9  13.9 999.0 99.0 99.00
2007 11 17 21 00 322  7.0  8.7  3.24 12.12  7.36 999 1017.8  11.8  13.8 999.0 99.0 99.00
2007 11 17 22 00 326  6.4  7.8  3.10 12.90  7.31 999 1017.6  11.8  13.9 999.0 99.0 99.00
2007 11 17 23 00 342  5.9  7.4  3.28 13.79  7.65 999 1017.4  11.5  13.9 999.0 99.0 99.00
2007 11 18 00 00 336  4.7  6.2  3.23 13.79  7.88 999 1018.4  11.6  13.9 999.0 99.0 99.00
2007 11 18 01 00 346  2.6  3.8  3.49 12.90  8.24 999 1018.7  11.4  13.8 999.0 99.0 99.00
2007 11 18 02 00  34  3.1  4.6  2.98 12.90  7.43 999 1018.2  11.4  13.8 999.0 99.0 99.00
2007 11 18 03 00  73  2.9  4.7  3.27 12.90  8.23 999 1017.9  11.5  13.8 999.0 99.0 99.00
2007 11 18 04 00  85  2.9  5.4  3.54 12.12  8.55 999 1018.6  11.6  13.8 999.0 99.0 99.00
2007 11 18 05 00  66  3.9  5.8  3.15 12.12  7.76 999 1018.5  11.7  13.8 999.0 99.0 99.00
2007 11 18 06 00  80  5.3  7.3  3.61 11.43  8.46 999 1018.3  11.8  13.8 999.0 99.0 99.00
2007 11 18 07 00 106  6.6  8.6  3.15 11.43  7.90 999 1018.1  11.8  13.8 999.0 99.0 99.00
2007 11 18 08 00 134  2.8  4.5  3.37 11.43  8.13 999 1018.4  10.9  13.8 999.0 99.0 99.00
2007 11 18 09 00  89  2.9  4.6  3.42 11.43  8.10 999 1018.1  10.3  13.8 999.0 99.0 99.00
2007 11 18 10 00  86  3.6  5.2  3.12 12.90  7.84 999 1017.3  10.1  13.8 999.0 99.0 99.00
2007 11 18 11 00  72  3.4  5.0  3.17 12.12  7.86 999 1016.7   9.9  13.8 999.0 99.0 99.00
2007 11 18 12 00  73  3.2  4.9  3.07 12.90  8.02 999 1016.1  10.0  13.8 999.0 99.0 99.00
2007 11 18 13 00  76  3.8  5.7  3.13 11.43  8.44 999 1015.2   9.9  13.8 999.0 99.0 99.00
2007 11 18 14 00  45  3.4  4.8  2.82 12.90  8.50 999 1015.7  10.0  13.8 999.0 99.0 99.00
2007 11 18 15 00  46  2.5  3.9  2.68 12.90  8.27 999 1016.0   9.9  13.8 999.0 99.0 99.00
2007 11 18 16 00  66  3.0  4.0  2.50 12.90  8.23 999 1015.6   9.9  13.8 999.0 99.0 99.00
2007 11 18 17 00 112  5.0  6.7  2.69 12.90  8.70 999 1015.5  10.1  13.8 999.0 99.0 99.00
2007 11 18 18 00 134  3.6  5.2  2.66 12.90  9.12 999 1016.0  10.6  13.8 999.0 99.0 99.00
2007 11 18 19 00 150  3.4  5.0  2.59 12.90  9.04 999 1015.8  10.8  13.8 999.0 99.0 99.00
2007 11 18 20 00 194  3.2  4.5  2.61 11.43  8.94 999 1016.3  10.9  13.8 999.0 99.0 99.00
2007 11 18 21 00 227  3.7  5.3  2.50 11.43  9.11 999 1015.8  11.1  13.8 999.0 99.0 99.00
